-123.84,-4819.9,-182.39,-5605.1,-709.49,461.67,2524.3,-1501.2,-788.33,-1765.1,-1997.1,3477
6193.5,1322.7,6944.2,5232.6,3902.2,1336.2,-2163.7,1616.9,1283.7,2255.6,-5515.6,2936.6
3756.2,-3266.6,3659.3,2178.8,3255.9,-2616.1,-1059.7,-2242.6,2135.3,-3653.9,1885.7,785.7
1184.1,2678.8,-1610.2,-3993.5,-1364,-1713.7,973.9,-3364.6,1223.4,-78.173,3807.5,-6438.6
-3271.6,2837,-4784.9,5344,5498.8,-2925.2,257.56,940.78,-2716.1,-2620.3,-6569.6,-2253.9
1559.5,3042.9,-3246.4,1947.9,3457.7,-4397.1,-7375.7,2211.6,2531.6,396.85,-3497.9,-3505.5
-1076.6,5457.3,-3472.6,2706.8,862.88,1483.7,4498.6,1259.8,1759.3,-572.13,5769.7,-147.83
-1586.4,-4292.4,1572,907.45,-1285.9,-261.35,2563.8,-2911.5,724.03,-3619.3,-1413.6,-2154.3
-5592.8,1157.9,244.98,-137.68,956.73,1671,2166.5,1786.6,6567.2,279.14,3796.2,-7213.2
-6888.2,4737.1,4407.4,3492.7,4930.5,564.06,-66.923,452.57,7664,-1814.8,-1828.6,-1100.1
1038,90.684,-3584.6,-3451.2,-2377,5267,292.2,82.06,4299.6,473.39,3552.2,-4687.9
1348.2,77.036,896.15,-5136.2,-2784.7,-1901.7,-3210.1,-872.72,-3403.5,2454.1,-1746.2,-938.2
-1140.9,-2111.9,606.2,-598.46,1043.3,-719.03,760.89,-782.25,1517.8,3136.5,1679.7,417.64
1902.8,3328.1,-1232.3,-142.85,1322.4,4407.6,1540.2,3014.9,2827.2,102.83,-3263.7,5080.8
946.77,793.91,-3772.4,-3013.1,2382,3176.5,1543.6,-1623.9,2648,381.91,-3359.5,-4036.5
-4171.6,3636.4,3105,676.78,1699.9,-7117.6,-2160.2,-2279.2,-298.78,1000,2608.1,-474.67
-3696.6,-3107.2,6095.5,2094,-3069.8,2783.3,-107.12,513.29,7522,568.66,-503.82,4088.1
3532.7,-2501.6,2652.6,2896.1,6495.4,4744.7,333.75,1516.1,-2571.9,4531.9,498.85,-596.12
1371.7,121.59,2011.8,3943.8,2214.6,508.77,-338.16,-548.72,-755.26,220.38,1659.6,4250.3
-960.94,577.22,-3636.3,-502.81,1193.7,-800.18,-6145.5,4789.1,-3220.8,5255.7,5821.4,-15.134
-3147.9,-2856.1,1826.1,-1406.7,1561.7,995.19,1796.5,2732.2,-2062.2,-210.95,-2554.1,-3037.2
772.42,1105.6,4504.1,-428.21,1677.7,-3423.3,1161.2,3537.2,-1111.3,-950.67,-4280.7,-1643.4
732.94,-840.86,2627.3,-1250.6,2589,1530.9,1451.7,3448.1,-1208.3,-4278.6,-2102,3334.9
-5570.6,3816.9,443.82,-261.3,1794.4,-3976.5,-1490,-767.64,2950,1869.3,3977.4,-1339.9
2828.7,161.37,-871.88,3054.2,-1366.5,-603.73,2298.8,-8327,-184.59,-250.73,-3294.7,4396.8
178.63,786.05,1751.5,-271.11,-2441.5,2179.7,-1141.1,3773.7,257.75,1636.7,307.26,-1846.9
999.92,-2694.2,-3057.4,-13.087,-4517,1397.1,-2932,-1540.8,-0.83056,-2467.3,2859.3,-1073.9
-3974.4,-5038.4,-4188.4,-4284.1,-2976.8,-7051.6,-2812.2,5872.8,4355.5,4825.6,6845.4,461.06
4944.9,-6990.4,-5092.8,-2769.5,-2151.3,-448.39,3813,855.49,3406.4,2529.9,1032.1,2565.4
2507,6032.7,-892.28,5879.4,4744.5,-1864,-1909.4,-3366.1,-3238.5,1159.9,-1869,3448.5
-2487.1,1784.4,-2542.7,-1365.3,2855,-1304.1,-2308.6,-3954.1,1602.2,-1175,879.99,-1399.4
-618.29,4459.7,3609.2,-6756.5,2012.4,-616.66,2446.3,-1666.8,2390.2,1243,600.84,4297
-1856.5,-446.13,-512.56,-740.57,4078.3,-2127.6,-3688.4,-434.68,-1451.1,-526.48,6040.5,-1544.7
1245.9,-4698.2,2495.5,-3681.2,2623.8,-1056.5,-794.02,1525.5,-3372.2,3784.3,-4704.6,3360.4
2420.6,-3424.7,-6705,-2218.7,-1225.2,-1766.8,-839.02,-2794.2,-317.66,-3672.4,4360.6,-1509.3
1102.5,-3556.6,-1887.5,1365.7,-3410.5,-1269.2,-2422.6,4228.1,-635.1,-167.36,4289.8,-443.2
1416.8,-7230.3,-2876.1,4211.5,1888.8,2392.9,2892.9,2726.6,-188.99,4248.5,3263.6,-6642.6
1605.2,2054.8,2403.8,3554.1,4808.5,-130.08,526.31,-1181.9,-295.64,6278.1,997.36,490.66
-3252,-2864.2,1477.9,-5107.7,-5027.1,-1853,2307.6,-6276.5,-1261.6,470.1,3071.7,-990.81
2137.1,887.68,8676.5,5270.6,-3073,-932.63,-2512.5,-221.36,-5108.4,1364.1,-5527.2,1783.9
-2624.6,430.88,5958.8,-4999.1,-5184.8,1915.6,-1126.9,787.41,-2599.3,660.64,-2037.4,3773.2
1844.2,-2011.3,4422.1,5165.9,-2549.7,1999,2638,2436.5,-1311.3,-3805.5,3311.6,888.71
-3293.5,3808.3,-1241.4,-2683.8,-3316.1,2024.2,-4428.1,-1582.3,-2079,-2206.3,3996,-1247.8
3300.2,930.97,-8158.9,-764.18,5013.2,1818.4,-818.83,-2367.6,-4573.8,189.89,-2911.6,4490
1257.6,-4605.9,1767,8069.3,-2138.8,-1271.4,-104.59,2072.5,-728.07,-1626.4,2252.7,-4841.1
2376.4,-267.29,-204.23,1869.3,-2921.9,3176.5,1593.1,2698.9,7835.7,39.322,-1699.1,-1697.5
-2033.5,886.18,-861.87,5637,2066.2,-7039.2,1052.4,-1373,1203.3,1979.5,-4856,3426.8
