-901.93,-4585.3,-1531.5,-2834.7,2487.8,281.63,396.23,-5982.4,-5445.5,3945.3,-2826,-482.72
-1101.2,165.46,-1290.7,-2196.1,657.18,4539,1774,4327.5,-574.04,1270.4,3490.8,-647.58
-5213.4,909.7,-905.56,-3942,3759.1,-1621.8,-3560.6,57.951,-2371,1844,2357.3,760.56
-4694.2,6358.6,2979.1,-2109.8,-3112.9,-4.3294,976.7,1333.7,-4538.9,958.28,495.43,4748.3
-985.72,-6176.7,-7528.2,6120.1,2005.1,2898,-3061.4,-1543.4,-412.89,229.07,-1499.7,-4226.9
2902.8,5612,-1956,256.21,2212.4,1366.2,-1483.3,-2324.9,1034.7,-3403.9,-642.65,2162.7
-4093.8,-480.98,-1802.6,3163.6,-1261.7,1377.7,1878.7,1016.5,1065.7,1459.2,-15.452,6591.7
-13.931,3243.8,2555.9,-2181.6,-1621.4,2939.6,-1756.5,567.9,-1153.2,-1292.9,-2775.9,-1691.1
1852.9,-1010.7,1731.6,20.233,-3417,-419.24,1904.9,-1641.1,-517.46,94.296,-5447.9,136.09
3365.1,4008.6,641.62,2163.6,107.96,-1161.7,-1556.4,-593.55,3560.6,2542.7,2414.8,6989.5
1076.1,4153.4,5243.7,-2330.2,-984.9,-3730,-799.63,-834.75,-2729.4,-4171.5,404.14,2503.1
-2225.8,-66.325,1527.7,2362,2238.6,-1924.5,2502.4,-1277.1,3654.6,-5548.5,-1008,-2687.7
1633.6,4783.8,-1386.5,-1311.7,1789.2,-3538.2,685.71,-4064.4,2252.2,-4439.1,-2549.1,1664.7
-2260.5,-824.03,-6124.9,-1726.4,-5922.7,-3085,3684.5,-2796,1566,-2906.3,3919.2,273.59
-7138,-1695.9,737.09,5073,908.04,-1331.5,3566.3,6674,5602.3,-2832.4,-2515.1,1719.3
2756.2,-2416.8,3944.7,1142.7,-4798.3,3464.2,-131.39,-2239.8,-2234.8,-2070.5,-212.8,2585.5
-873.33,2242.3,-2404.9,4139,200.6,-2585.1,1409.7,-7051.3,-2578.9,-605.47,-2020.9,204.64
-3633.8,-358.91,-2509,-6808.1,2016.1,-1285,4751.8,-2539.1,1331.8,14.798,910.27,-71.78
-93.683,2299.3,-1242.3,3384.4,-224.35,-757.59,-1431.4,-3035.1,3249.9,482.65,-434.97,-759.48
